"File Path: C:\Users\Administrator\Desktop\BME_labs\2026\Group 2\G2_Sample_A5 26-03-2026 17 14 51\DAQ- Time, … - (Timed).csv   
Test: Solution
Test Run: G2_Sample_A5
Date: 26/03/2026 17:13:44

"
"cycle_nb","Time ","Axial Force ","Axial Displacement "
"cycle_nb","sec","N","mm"
"1","13.966796875","-25.9090061187744","-0.0242543228523573"
"1","13.9765625","-24.5855598449707","-0.0244027378357714"
"1","13.986328125","-23.2946491241455","-0.0230759378609946"
"1","13.99609375","-23.0360260009766","-0.0227996715693735"
"1","14.005859375","-23.6870059967041","-0.0225967160076834"
"1","14.015625","-23.8109188079834","-0.0228247045015451"
"1","14.025390625","-22.8591270446777","-0.022421480025514"
"1","14.03515625","-20.7940082550049","-0.0221291193156503"
"1","14.044921875","-20.1194171905518","-0.0215792661037995"
"1","14.0546875","-19.9994297027588","-0.0211644164664904"
"1","14.064453125","-20.2565460205078","-0.0199985497602029"
"1","14.07421875","-20.2417526245117","-0.0208783148991643"
"1","14.083984375","-19.9065322875977","-0.0207397333724657"
"1","14.09375","-18.3976078033447","-0.0203481322387233"
"1","14.103515625","-16.9958324432373","-0.0195568791241385"
"1","14.11328125","-16.4147567749023","-0.0190490482054884"
"1","14.123046875","-16.9374237060547","-0.0189355014299508"
"1","14.1328125","-17.217378616333","-0.0191205745068146"
"1","14.142578125","-16.6003189086914","-0.0185161825356772"
"1","14.15234375","-15.5412082672119","-0.0182783605851"
"1","14.162109375","-14.2395267486572","-0.018018186892732"
"1","14.171875","-13.2360172271729","-0.0169676550285658"
"1","14.181640625","-13.3684368133545","-0.0171893843798898"
"1","14.19140625","-13.6919641494751","-0.0166288009495474"
"1","14.201171875","-14.0964612960815","-0.0159966948558576"
"1","14.2109375","-13.2831935882568","-0.0163874028658029"
"1","14.220703125","-12.0505084991455","-0.014489292880171"
"1","14.23046875","-10.9354362487793","-0.0150614978338126"
"1","14.240234375","-10.8264436721802","-0.015229582459142"
"1","14.25","-10.810112953186","-0.0147494674820337"
"1","14.259765625","-10.9251823425293","-0.0145232679642504"
"1","14.26953125","-10.9590167999268","-0.0145858530231635"
"1","14.279296875","-10.025691986084","-0.0135290620164596"
"1","14.2890625","-8.89789295196533","-0.0136086346174125"
"1","14.298828125","-8.29090404510498","-0.0132125614982215"
"1","14.30859375","-8.43170547485352","-0.0130373236970627"
"1","14.318359375","-9.14105224609375","-0.0126922132039908"
"1","14.328125","-9.06057167053223","-0.013104378922435"
"1","14.337890625","-8.1962718963623","-0.0119465585157741"
"1","14.34765625","-7.05400037765503","-0.0118705629574833"
"1","14.357421875","-6.48284339904785","-0.0115191933218739"
