"File Path: C:\Users\Administrator\Desktop\BME_labs\2026\Group 2\G2_Sample_2 26-03-2026 17 42 26\DAQ- Time, … - (Timed).csv   
Test: Solution
Test Run: G2_Sample_2
Date: 26/03/2026 17:34:52

"
"cycle_nb","Time ","Axial Force ","Axial Displacement "
"cycle_nb","sec","N","mm"
"1","10.3486328125","-22.8887710571289","-0.028983949960093"
"1","10.3583984375","-23.5368022918701","-0.029253958928166"
"1","10.3681640625","-23.3564929962158","-0.0291699179797433"
"1","10.3779296875","-22.0817184448242","-0.0281488901237026"
"1","10.3876953125","-21.0531196594238","-0.0279691812465899"
"1","10.3974609375","-20.5012264251709","-0.0275534384854836"
"1","10.4072265625","-20.4719886779785","-0.0275149941444397"
"1","10.4169921875","-20.9486255645752","-0.0269338488578796"
"1","10.4267578125","-21.2116069793701","-0.0268113617494237"
"1","10.4365234375","-20.4223403930664","-0.0263097881543217"
"1","10.4462890625","-19.3358764648438","-0.0261524328379892"
"1","10.4560546875","-18.2888507843018","-0.0253280995821115"
"1","10.4658203125","-17.983959197998","-0.0244349248532671"
"1","10.4755859375","-18.7889156341553","-0.0244697930611437"
"1","10.4853515625","-19.2676639556885","-0.0246870513365138"
"1","10.4951171875","-18.6262645721436","-0.0245887040364323"
"1","10.5048828125","-17.6394214630127","-0.0234380368056009"
"1","10.5146484375","-16.9352169036865","-0.0239101045735879"
"1","10.5244140625","-16.359281539917","-0.0235748284467263"
"1","10.5341796875","-16.3209896087646","-0.0229579218284925"
"1","10.5439453125","-16.8556003570557","-0.0225251915253466"
"1","10.5537109375","-17.3452301025391","-0.0224876403080998"
"1","10.5634765625","-16.5186786651611","-0.0221613045141567"
"1","10.5732421875","-15.2022018432617","-0.0221773989323992"
"1","10.5830078125","-14.3954572677612","-0.0212314716918627"
"1","10.5927734375","-14.6232643127441","-0.0203686959139304"
"1","10.6025390625","-15.1468534469604","-0.0210535527003231"
"1","10.6123046875","-15.5965003967285","-0.0199055666598724"
"1","10.6220703125","-15.2783517837524","-0.0199663645616965"
"1","10.6318359375","-14.1029434204102","-0.0201255079446128"
"1","10.6416015625","-13.0796947479248","-0.019817947759293"
"1","10.6513671875","-12.6662845611572","-0.0192537900147727"
"1","10.6611328125","-12.9765272140503","-0.0189507009054068"
"1","10.6708984375","-13.8082637786865","-0.0188425183296204"
"1","10.6806640625","-13.9528789520264","-0.0184133641596418"
"1","10.6904296875","-12.8694906234741","-0.0178518894244917"
"1","10.7001953125","-11.6669387817383","-0.0174844262801344"
"1","10.7099609375","-11.2871131896973","-0.0173762437043479"
"1","10.7197265625","-11.3902940750122","-0.0173091884789756"
"1","10.7294921875","-11.961199760437","-0.0174674387380946"
"1","10.7392578125","-11.7038745880127","-0.0163418062584242"
"1","10.7490234375","-11.5278825759888","-0.0165215133165475"
"1","10.7587890625","-10.4572620391846","-0.015097260074981"
"1","10.7685546875","-9.42484951019287","-0.0157105914695421"
"1","10.7783203125","-9.65487670898438","-0.0150623918671045"
"1","10.7880859375","-10.2951984405518","-0.0145715475809993"
"1","10.7978515625","-10.8897266387939","-0.0149336456161109"
"1","10.8076171875","-10.6844682693481","-0.0145670774145401"
"1","10.8173828125","-9.52506923675537","-0.0136345624923706"
"1","10.8271484375","-8.6289176940918","-0.0131374599732226"
"1","10.8369140625","-8.22218608856201","-0.0132930281324661"
"1","10.8466796875","-8.42793369293213","-0.0132411714730551"
"1","10.8564453125","-9.12222099304199","-0.0127887724374887"
"1","10.8662109375","-9.12099170684814","-0.0129184127217741"
"1","10.8759765625","-8.34499454498291","-0.0125849246614962"
"1","10.8857421875","-7.47922801971436","-0.0114083286462119"
"1","10.8955078125","-6.7805962562561","-0.0112196803456754"
"1","10.9052734375","-6.95657444000244","-0.0106832385426969"
"1","10.9150390625","-7.57289600372314","-0.0105500221252441"
"1","10.9248046875","-7.82745409011841","-0.0104776027001208"
"1","10.9345703125","-8.00596046447754","-0.0100931529232184"
"1","10.9443359375","-6.66836261749268","-0.00938415541895665"
"1","10.9541015625","-5.91717672348022","-0.00919550620892551"
"1","10.9638671875","-5.94183349609375","-0.00930279475142015"
"1","10.9736328125","-6.26635265350342","-0.00878065839060582"
"1","10.9833984375","-6.74889898300171","-0.00865548827277962"
"1","10.9931640625","-6.58482313156128","-0.00825315692054573"
"1","11.0029296875","-5.90672731399536","-0.00712394694346585"
"1","11.0126953125","-5.08020162582397","-0.00727146880308283"
"1","11.0224609375","-4.8582067489624","-0.00697016730555333"
"2","11.0322265625","-4.96404266357422","-0.00678867081660428"
"2","11.0419921875","-6.13608407974243","-0.00683784492139239"
"2","11.0517578125","-6.47298049926758","-0.00651419168207212"
"2","11.0615234375","-5.54780006408691","-0.00666171308694175"
"2","11.0712890625","-4.87656354904175","-0.00623255982645787"
"2","11.0810546875","-3.85772895812988","-0.00597417374592624"
"2","11.0908203125","-4.36352109909058","-0.00621825438429369"
"2","11.1005859375","-5.60303688049316","-0.00636577624391066"
"2","11.1103515625","-6.68523836135864","-0.00646144144411664"
"2","11.1201171875","-6.72108507156372","-0.00619679667579476"
"2","11.1298828125","-6.20642232894897","-0.00687539568389184"
"2","11.1396484375","-5.39216232299805","-0.0072312354859605"
"2","11.1494140625","-4.92322254180908","-0.00789731711847708"
"2","11.1591796875","-6.05262804031372","-0.00757277030061232"
